,news_title
336,신한은행-고려대학교 산학협력과제 성료...'머신러닝' 모형 이해를 위한 시각화 기술 개발 성공
337,"[건강한 몸 만들기] '헬스장에서 어떤 운동 할 지 모르겠다면'… 런닝머신만 하면 소용없어, 운동 기구 올바르게 사용하고 싶다면?"
338,"BNK금융, 애자일소다와 '인공지능 역량 강화' 추진"
339,"글루시스, 딥러닝 기반 서버 장애예측시스템 및 방법 특허 취득"
340,"BNK금융그룹·애자일소다, AI 기술 활용 협력 MOU"
341,"글루시스, 딥러닝 기반 서버 장애예측시스템 및 방법 특허 취득"
342,[겨를]천덕꾸러기 반말의 재발견. 우리 소통해볼까.
343,"JDC, ‘머신러닝 국제캠프 제주 2019’ 제주대학교와 공동 개최"
344,"[라이프 트렌드] 모바일 앱, 챗봇, 머신러닝 … 금융 거래 더 빠르게, 쉽게, 안전하게"
345,"미국 연구진, 머신러닝으로 HIV 예방 치료 대상자 찾았다"
346,"SK하이닉스, 머신러닝·슈퍼컴 겨냥 초고속 ‘HBM2E’ 개발"
347,[(ISC)² 시큐어 서밋] “입력 데이터 조작에 따른 머신러닝 공격”
348,"카드 딥러닝FDS 구축, ‘에이젠글로벌’ AI솔루션 ‘아바커스’ 적용"
349,차별화된 보안 제공하는 오라클 자율운영 데이터베이스
350,"미국 연구진, 머신러닝으로 HIV 예방 치료 대상자 찾았다"
351,"SK하이닉스, 머신러닝·슈퍼컴 겨냥 초고속 ‘HBM2E’ 개발"
352,[(ISC)² 시큐어 서밋] “입력 데이터 조작에 따른 머신러닝 공격”
353,"카드 딥러닝FDS 구축, ‘에이젠글로벌’ AI솔루션 ‘아바커스’ 적용"
354,차별화된 보안 제공하는 오라클 자율운영 데이터베이스
355,"BNK금융, 애자일소다와 손잡고 인공지능 역량 강화 추진"
356,"쿤텍, 뉴럴레전의 머신러닝 기반 애플리케이션 보안 점검 솔루션 ‘넥스플로잇’ 출시"
357,'머신러닝∙IoT 때문에 애저 선택' 호주 장비 회사의 클라우드 대장정
358,"시큐리온 'OnAV', PCSL 악성코드 탐지 테스트서 4회 연속 인증 획득"
359,"""파이토치""냐 ""텐서플로우""냐, 딥 러닝 프레임워크 선택 가이드"
360,"BNK금융그룹, 혁신 금융서비스 위해 '인공지능 기술 활용'"
361,[권오석의 ☆스타트업] 머신러닝 기반 오프라인 방문자 분석 솔루션 '메이아이'
362,칼럼 | 애플의 머신러닝 시스템 '오버톤'의 경쟁력은?
363,창업가의 ‘전공필수’ MOOC 플랫폼
364,"베스핀글로벌-엑슨투, 빅데이터·머신러닝 분야 파트너십 체결"
365,"KMR 한국경영인증원, R과 파이썬을 활용한 머신러닝 무료교육 실시"
366,"중금리 대출 시장, 머신러닝 기반 CSS로 신용평가 시스템 고도화"
367,"한국은행 '인공지능, 통계, 그리고 중앙은행' 포럼 개최"
368,"KT넥스알, 빅데이터 콘퍼런스 개최"
369,카카오 챗봇이 IBM·구글보다 낫다?
370,"KT넥스알, 빅데이터 콘퍼런스 개최"
371,BNK금융·애자일소다 '맞손'…인공지능 기술 활용 협약
372,카카오 챗봇이 IBM·구글보다 낫다?
373,"시큐리온 'OnAV(온백신)', 탐지율 100%로 PCSL 4회 연속 인증…글로벌 경쟁력 확보"
374,"트윔, 딥러닝 머신비전 소프트웨어 모아이 4.0 출시"
375,"홈앤쇼핑, 고객 맞춤형 큐레이션 서비스 강화…머신러닝 적용"
376,"지루한 러닝 머신은 가라, 다이어트에 재미를 더할 이색 운동 4"
377,"[AIF 2019] '꿈으로 끝나지 않을 AI, 한계 넘어 혁신으로'"
378,VM웨어가 최근 1년간 인수한 9개의 기술기업
379,"네이버, 국내 최대 개발자 컨퍼런스 DEVIEW 2019 참가 접수 진행"
380,"지루한 러닝 머신은 가라, 다이어트에 재미를 더할 이색 운동 4"
381,"[AIF 2019] '꿈으로 끝나지 않을 AI, 한계 넘어 혁신으로'"
382,VM웨어가 최근 1년간 인수한 9개의 기술기업
383,"네이버, 국내 최대 개발자 컨퍼런스 DEVIEW 2019 참가 접수 진행"
384,"KT넥스알, ""차세대 빅데이터 솔루션 내년 출시"""
385,"[SR경제&라이프]신한금융, '디지털혁신연구소' 빅데이터 연구 논문발표"
386,"BNK금융, 애자일소다와 손잡고 인공지능 역량 강화"
387,"베스핀글로벌-엑슨투, 빅데이터ㆍ머신러닝 등 비즈니스 인텔리전스 사업 협력"
388,"밸브, 머신러닝 활용한 스팀 랩 서비스 공개"
389,"HPE, 맵알 인수"
390,"KT넥스알, 검증된 기술력으로 빅데이터 시장 선도한다"
391,"밸브, 머신러닝 활용한 스팀 랩 서비스 공개"
392,"HPE, 맵알 인수"
393,머신러닝 학습하는 로봇 천재소년 '마이클 윔머'
394,"모아저축은행, 머신러닝 도입해 `대출 리스크` 최소화"
395,"""학습 데이터양을 1/40로""··· AI '준지도학습'의 이해"
396,"[PRNewswire] 모빌리티 분야의 비저너리들, 오토모빌리티LA™의 무대에 올라"
397,"머신비전 컨퍼런스 10월 개최...AI, 3D, 로봇 융합된 머신비전의 미래 한눈에"
398,"BNK금융, 애자일소다와 'AI 활용 확대' MOU"
399,아프다더니…귀국후 러닝머신 뛴 `멀쩡한 호날두`
