,custid,age,sex,marital,area,education,amt_nike,amt_hnm,amt_strbk,amt_dgt,amt_book,amt_htl,amt_prmmsneakers,cnt_pstyr,amt_pstyr,cnt_login,amt_nxtyr,cnt_nxtyr
1649,1650,27,F,single,SEOL,master,26000,0,46800,0,47000,165800,77300,3,327455.0,13,310527,18
1650,1651,28,F,single,SEOL,university,38400,0,32900,120500,48000,0,0,6,372318.0,9,541298,2
1651,1652,27,F,single,SEOL,university,21400,0,29100,0,59000,0,66400,3,374667.0,7,404002,31
1652,1653,27,F,single,SEOL,university,0,0,43000,129400,54000,0,0,4,409285.0,8,526079,8
1653,1654,27,F,single,SEOL,university,0,0,26900,0,22000,0,0,3,195280.0,1,271461,5
1654,1655,28,F,single,SEOL,university,54400,35000,46100,159300,79000,0,0,6,529009.0,12,1072889,12
1655,1656,27,F,single,SEOL,college,39700,0,0,146200,51000,0,0,4,342648.0,11,453274,11
1656,1657,28,F,single,SEOL,master,42600,0,82200,115300,51000,0,136500,4,395456.0,4,442328,11
1657,1658,28,F,single,SEOL,university,0,0,25200,0,41000,0,0,3,321467.0,3,395112,26
1658,1659,27,F,single,SEOL,university,0,0,37800,0,33000,0,0,2,283747.0,2,403748,8
1659,1660,27,F,single,SEOL,college,39700,0,38100,145100,59000,0,72100,5,402769.0,4,585824,11
1660,1661,27,F,single,SEOL,university,39100,0,31500,128700,54000,0,63400,5,365290.0,4,513411,2
1661,1662,27,F,single,SEOL,master,26700,0,43200,109400,34000,0,0,5,310555.0,14,249248,10
1662,1663,27,F,single,SEOL,university,0,0,0,118800,63000,0,113400,2,431124.0,1,452548,3
1663,1664,28,F,single,SEOL,university,0,35000,24400,0,47000,0,0,3,321579.0,12,463558,5
1664,1665,27,F,single,SEOL,university,37400,0,35400,134400,60000,0,87300,6,398031.0,11,456479,12
1665,1666,27,F,single,SEOL,master,39100,0,78300,133700,57000,0,0,5,378358.0,14,625587,13
1666,1667,27,F,divorced,SEOL,university,28300,0,30900,103900,42000,0,0,4,336140.0,11,311987,8
1667,1668,27,F,single,SEOL,master,0,0,62400,130300,76000,0,0,3,485974.0,10,587895,2
1668,1669,28,F,single,SEOL,master,0,0,59200,106900,41000,0,0,4,322998.0,11,473467,7
1669,1670,27,F,single,SEOL,master,31100,0,6900,115300,34000,0,69100,5,280800.9885907797,6,43502,14
1670,1671,27,F,single,SEOL,master,22600,0,36500,100500,44000,0,180400,4,369517.0,5,447385,8
1671,1672,28,F,single,SEOL,university,47600,0,56700,141300,70000,128400,0,6,449397.0,12,784163,13
1672,1673,27,F,single,SEOL,master,0,35000,57800,127600,65000,0,0,4,420317.0,7,581706,6
1673,1674,27,F,single,SEOL,university,0,0,40400,127100,66000,0,0,3,491037.0,11,754777,37
1674,1675,27,F,single,SEOL,university,49300,0,47200,157400,63000,0,0,5,470650.0,7,765487,10
1675,1676,28,F,single,SEOL,master,35400,0,44200,123300,60000,203600,0,4,418618.0,6,564518,38
1676,1677,28,F,single,SEOL,university,31300,0,0,0,41000,0,0,2,325602.0,14,270727,5
1677,1678,27,F,single,SEOL,master,0,0,47900,0,50000,0,0,2,361162.0,11,521968,7
1678,1679,27,F,single,SEOL,college,0,0,29600,102500,56000,0,0,4,397836.0,9,356969,5
1679,1680,28,F,single,SEOL,master,33100,0,54700,109900,52000,0,0,5,336643.0,3,486441,10
1680,1681,28,F,single,SEOL,master,49900,0,63000,156400,70000,0,0,5,487978.0,14,758901,10
1681,1682,27,F,single,SEOL,university,33100,35000,30000,0,45000,0,0,4,355333.0,9,545699,8
1682,1683,27,F,single,SEOL,master,0,0,38800,114300,46000,287200,0,4,321672.0,5,431691,4
1683,1684,28,F,single,SEOL,master,0,0,0,114400,67000,95200,0,2,444264.0,5,626121,6
1684,1685,27,F,single,SEOL,university,36500,0,31000,110100,53000,0,66400,4,394776.0,7,557327,8
1685,1686,28,F,single,SEOL,university,29200,0,34700,143300,60000,0,0,6,419782.0,2,463096,11
1686,1687,27,F,single,SEOL,master,40200,0,51900,120500,59000,144300,0,4,436550.0,6,415246,8
1687,1688,27,F,single,SEOL,college,0,0,42900,122900,68000,0,0,3,491482.0,12,717887,3
1688,1689,27,F,single,SEOL,college,0,0,46700,105200,41000,0,0,3,349519.0,1,401706,8
1689,1690,27,F,single,SEOL,master,40200,0,77800,171800,79000,0,0,5,512736.0,10,589772,10
1690,1691,27,F,single,SEOL,master,36200,41700,0,129300,59000,0,0,5,382448.0,7,528120,10
1691,1692,27,F,single,SEOL,university,53500,0,47000,108900,52000,0,78300,4,383432.0,11,634101,10
1692,1693,27,F,single,SEOL,university,0,0,33200,121400,69000,0,0,4,464598.0,15,739646,10
1693,1694,27,F,single,SEOL,university,0,0,20300,101400,30000,0,82500,4,239649.0,17,103375,8
1694,1695,27,F,single,SEOL,university,50900,0,62700,171300,84000,0,0,5,533176.0,11,627339,8
1695,1696,27,F,single,SEOL,university,53300,0,48300,166400,73000,0,0,5,523229.0,2,660522,8
1696,1697,28,F,single,SEOL,master,37200,0,45400,112400,73000,0,0,4,419163.0,13,497405,8
1697,1698,28,F,single,SEOL,university,0,0,0,0,46000,0,0,1,352472.0,12,545718,4
1698,1699,27,F,single,SEOL,university,0,0,17700,112500,43000,0,0,4,301553.0,13,322631,8
1699,1700,28,F,single,SEOL,university,30500,46400,26300,116800,27000,0,0,7,360900.4904957815,3,514029,2
1700,1701,28,F,single,SEOL,university,29400,0,35100,101500,44000,0,0,4,337328.0,5,614845,8
1701,1702,27,F,single,SEOL,university,46200,0,50600,121600,67000,0,0,4,487212.0,4,519175,8
1702,1703,28,F,single,SEOL,university,0,0,47600,0,47000,0,0,2,335480.0,5,759632,9
1703,1704,27,F,single,SEOL,master,0,0,80500,111900,50000,0,0,3,408306.0,1,561646,11
1704,1705,27,F,single,SEOL,master,50600,0,0,169400,65000,0,0,4,490892.0,9,429218,11
1705,1706,27,F,single,SEOL,university,29200,0,32500,122300,55000,0,0,5,374228.0,8,357251,4
1706,1707,28,F,single,SEOL,university,40600,0,41400,132700,48000,0,0,6,397853.0,6,673358,10
1707,1708,27,F,single,SEOL,university,0,0,36200,100400,47000,0,0,3,332233.0,9,512467,8
1708,1709,28,F,single,SEOL,university,0,35000,37300,123700,70000,0,0,4,458758.0,8,944896,11
1709,1710,28,F,single,SEOL,university,30900,0,37600,103500,44000,0,0,4,330182.0,9,500903,4
1710,1711,28,F,single,SEOL,university,38500,0,28100,129300,51000,0,0,5,364918.0,12,680260,8
1711,1712,28,F,single,SEOL,university,46900,0,0,158300,67000,0,110200,4,463588.0,8,447797,6
1712,1713,27,F,single,SEOL,university,0,0,39900,117000,62000,0,0,3,441042.0,13,414768,10
1713,1714,27,F,single,SEOL,university,0,0,34100,120800,58000,0,0,4,433756.0,5,468230,6
1714,1715,27,F,single,SEOL,phd,44900,0,68900,139900,61000,0,0,5,435020.0,13,644684,10
1715,1716,27,F,single,SEOL,university,40200,0,37800,127600,47000,0,76900,5,371714.0,3,265368,14
1716,1717,28,F,single,SEOL,university,38200,0,33800,123400,47000,0,0,5,336995.0,8,323577,14
1717,1718,28,F,single,SEOL,university,0,43200,42400,117100,62000,0,0,5,376286.0,13,428631,10
1718,1719,28,F,single,SEOL,master,0,0,0,122700,67000,197700,0,2,463716.0,10,477012,7
1719,1720,29,F,single,SEOL,master,36700,0,50100,102500,46000,0,0,3,396304.0,9,611311,11
1720,1721,29,F,single,SEOL,master,26100,0,35600,105000,40000,0,0,12,304735.0,16,294008,11
1721,1722,28,F,single,SEOL,university,47000,0,35400,154200,77000,0,0,16,456367.0,16,535647,3
1722,1723,28,F,single,SEOL,master,0,0,44100,102800,58000,101000,0,3,365656.0,8,395153,6
1723,1724,29,F,single,SEOL,university,0,0,24900,112900,38000,0,0,3,292578.0,10,446632,6
1724,1725,29,F,single,SEOL,university,50200,0,39100,162000,82000,0,0,5,511578.0,6,646500,7
1725,1726,28,F,single,SEOL,university,52300,0,0,176400,80000,0,0,4,538730.0,12,784479,7
1726,1727,29,F,single,SEOL,master,30400,49800,44300,0,44000,0,0,3,287889.0,7,374750,8
1727,1728,28,F,single,SEOL,university,0,0,41300,122500,55000,0,0,4,429072.0,6,902257,13
1728,1729,28,F,single,SEOL,college,0,0,43700,121300,42000,0,0,4,360147.0,10,448921,8
1729,1730,29,F,single,SEOL,master,38200,0,57200,129600,51000,0,0,4,351178.0,5,227560,13
1730,1731,28,F,single,SEOL,college,52300,0,48400,159300,84000,0,0,5,537977.0,7,605893,10
1731,1732,29,F,single,SEOL,university,50100,0,42700,125400,76000,0,0,4,494980.0,9,850317,8
1732,1733,29,F,single,SEOL,master,0,0,0,0,38000,0,0,1,287833.0,9,389149,4
1733,1734,28,F,single,SEOL,master,0,0,62500,117400,46000,0,0,4,346800.0,13,359122,11
1734,1735,29,F,single,SEOL,university,26200,0,22100,0,42000,0,71900,3,313357.0,2,425805,8
1735,1736,28,F,single,SEOL,university,36200,41900,48000,114400,41000,0,0,6,321473.0,8,395822,13
1736,1737,28,F,single,SEOL,master,40900,0,50900,152900,67000,0,0,16,462543.0,17,588238,10
1737,1738,28,F,single,SEOL,university,0,0,39600,135300,71000,0,0,3,527076.0,11,758868,5
1738,1739,28,F,divorced,SEOL,university,0,0,22000,0,46000,0,0,2,303046.0,2,386681,5
1739,1740,28,F,single,SEOL,university,53100,0,0,170800,76000,0,189900,4,570569.0,16,500205,8
1740,1741,28,F,single,SEOL,university,45500,0,46600,125600,73000,0,0,4,493913.0,8,468669,8
1741,1742,29,F,single,SEOL,university,30000,0,25400,0,47000,0,0,3,295091.0,13,492735,7
1742,1743,29,F,single,SEOL,master,0,0,71000,136800,65000,183400,0,3,431778.0,3,559364,6
1743,1744,29,F,single,SEOL,master,0,0,44900,106400,39000,109700,0,3,293461.0,3,542559,11
1744,1745,29,F,single,SEOL,university,38100,43500,37900,100300,64000,148800,82900,4,414690.0,3,718072,8
1745,1746,29,F,single,SEOL,university,23600,0,29800,109500,39000,0,0,4,316563.0,6,376815,10
1746,1747,28,F,single,SEOL,university,23000,0,0,0,25000,0,0,3,267792.0,6,228445,7
1747,1748,29,F,divorced,SEOL,university,0,0,39500,101500,43000,0,0,2,387923.0,4,610023,13
1748,1749,28,F,divorced,SEOL,university,0,0,42400,102100,42000,0,0,5,302305.0,2,309688,10
1749,1750,28,F,single,SEOL,master,33100,0,38900,124200,38000,0,0,14,339217.0,16,375620,10
1750,1751,29,F,divorced,SEOL,college,35500,0,32100,127800,47000,0,0,4,364201.0,9,409513,8
1751,1752,28,F,single,SEOL,master,46600,0,62800,155200,64000,0,0,5,461820.0,6,445888,11
1752,1753,29,F,single,SEOL,college,0,0,27700,129700,50000,0,0,3,362697.0,7,577193,7
1753,1754,29,F,single,SEOL,college,0,47900,0,123100,45000,155100,0,3,344704.0,4,334389,26
1754,1755,28,F,single,SEOL,university,45900,0,35700,158100,69000,0,0,5,476380.0,14,571843,6
1755,1756,29,F,single,SEOL,master,28500,0,42200,127100,37000,101000,0,5,331700.583997426,10,341697,9
1756,1757,29,F,single,SEOL,college,26900,0,34300,0,37000,0,149200,2,303747.0,10,331551,6
1757,1758,28,F,single,SEOL,master,0,0,50500,110500,63000,0,0,3,420130.0,12,608847,5
1758,1759,29,F,single,SEOL,college,0,0,37800,0,36000,0,0,1,299547.0,5,267549,11
1759,1760,29,F,divorced,SEOL,university,32100,0,27800,113300,35000,0,0,4,301720.0,7,477405,10
1760,1761,29,F,divorced,SEOL,university,27200,0,0,107000,36000,0,0,3,288261.0,8,351927,15
1761,1762,28,F,single,SEOL,university,32100,0,40100,0,47000,0,0,3,344944.0,8,500022,8
1762,1763,29,F,single,SEOL,university,0,35100,15600,109100,36000,0,0,5,300000.0,4,289668,10
1763,1764,29,F,single,SEOL,university,0,0,24400,0,43000,0,0,1,339787.0,11,415152,5
1764,1765,29,F,single,SEOL,university,27300,0,38200,0,39000,0,0,2,316508.0,13,451259,7
1765,1766,29,F,divorced,SEOL,university,50200,0,47500,158500,80000,0,90700,4,502561.0,12,715240,11
1766,1767,29,F,divorced,SEOL,university,23600,0,37000,108100,34000,0,0,4,268794.0,12,546464,10
1767,1768,29,F,single,SEOL,university,0,0,0,134600,85000,0,0,2,529848.0,14,543202,5
1768,1769,28,F,single,SEOL,master,0,0,70700,142100,59000,0,0,4,462871.0,8,700245,8
1769,1770,29,F,single,SEOL,master,25600,0,41500,0,42000,0,83500,3,314359.0,8,389483,8
1770,1771,29,F,single,SEOL,university,41400,0,42000,117800,57000,0,0,3,399108.0,18,522231,7
1771,1772,28,F,single,SEOL,university,53400,35000,47300,152600,67000,0,72400,6,488506.0,11,837520,22
1772,1773,29,F,single,SEOL,master,0,0,30800,110300,34000,0,0,3,275664.0,15,294673,8
1773,1774,29,F,single,SEOL,university,0,0,43000,146200,64000,282100,0,3,479007.0,20,725813,11
1774,1775,29,F,single,SEOL,master,35000,0,0,150900,62000,0,0,4,486604.0,2,373745,11
1775,1776,28,F,single,SEOL,college,29300,0,30500,130700,54000,0,0,14,381841.0,18,339852,10
1776,1777,28,F,single,SEOL,master,29600,0,55900,105000,43000,0,0,6,308715.0,14,462464,11
1777,1778,28,F,single,SEOL,master,0,0,63500,106900,47000,0,0,4,328225.0,10,466386,11
1778,1779,28,F,single,SEOL,university,0,0,40000,126600,45000,0,0,4,338256.0,14,461932,8
1779,1780,28,F,divorced,SEOL,university,48700,0,52500,130700,81000,137400,0,4,502706.0,17,598218,6
1780,1781,28,F,single,SEOL,master,29300,39400,47400,104600,52000,0,0,5,403523.0,4,483771,10
1781,1782,29,F,single,SEOL,university,27900,0,0,0,35000,0,0,1,282540.0,12,192364,5
1782,1783,28,F,single,SEOL,university,0,0,22000,0,12000,0,0,3,211061.0,7,285075,8
1783,1784,29,F,single,SEOL,university,0,0,55900,136700,74000,0,0,4,526850.0,4,690616,8
1784,1785,28,F,single,SEOL,master,49300,0,56300,152500,76000,0,0,5,522086.0,10,469073,10
1785,1786,29,F,single,SEOL,university,35600,0,42800,112500,62000,0,0,3,400680.0,14,536943,2
1786,1787,28,F,single,SEOL,master,29100,0,54000,107100,38000,0,0,5,283086.0,6,269415,14
1787,1788,28,F,single,SEOL,university,0,0,36800,144600,67000,0,0,4,445392.0,4,667335,4
1788,1789,29,F,single,SEOL,university,0,0,0,0,51000,0,0,1,342830.0,4,467715,2
1789,1790,28,F,single,SEOL,master,26300,44400,36700,107700,37000,0,0,6,285131.0,7,415782,4
1790,1791,28,F,single,SEOL,university,35800,0,33000,115000,44000,0,0,6,364800.38693868753,14,280978,13
1791,1792,28,F,single,SEOL,master,43000,0,58100,138800,61000,0,0,5,415157.0,2,565994,13
1792,1793,28,F,single,SEOL,master,0,0,65400,0,35000,0,0,2,267622.0,6,290617,2
1793,1794,29,F,single,SEOL,master,0,0,75300,159000,73000,120200,0,4,496248.0,6,578186,11
1794,1795,29,F,single,SEOL,university,25800,0,25600,119000,35000,0,0,4,298915.0,12,608999,8
1795,1796,29,F,single,SEOL,master,36000,0,0,112200,61000,0,0,2,402045.0,13,523199,7
1796,1797,28,F,single,SEOL,university,34100,0,27000,125700,46000,0,0,5,360102.0,13,327764,5
1797,1798,29,F,single,SEOL,university,0,0,32000,113900,39000,0,0,4,288107.0,10,292735,10
1798,1799,28,F,single,SEOL,university,0,35000,44000,155100,69000,0,63200,5,495873.0,15,675639,2
1799,1800,28,F,single,SEOL,master,42500,0,65800,131100,59000,222800,0,5,438219.0,5,422837,10
1800,1801,26,F,single,SEOL,university,24600,0,23800,0,0,0,77500,4,237014.0,17,364038,6
1801,1802,26,F,single,SEOL,college,33100,0,12500,0,0,0,69500,4,229300.0,9,375283,10
1802,1803,26,F,single,SEOL,master,0,0,0,0,0,0,147700,2,273788.0,13,396973,7
1803,1804,27,F,single,SEOL,university,0,0,33600,0,0,0,0,3,264406.0,7,428336,14
1804,1805,27,F,single,SEOL,university,23600,0,27100,0,0,0,0,5,225417.0,9,231679,11
1805,1806,27,F,single,SEOL,university,22400,0,22100,0,0,0,86600,4,203219.0,12,480409,7
1806,1807,26,F,single,SEOL,university,26300,0,22300,0,0,0,0,3,212173.0,8,412994,11
1807,1808,27,F,single,SEOL,college,0,45900,21700,0,0,0,73300,3,283793.0,9,336909,8
1808,1809,26,F,single,SEOL,university,0,0,26300,0,0,0,0,3,232808.0,15,402345,10
1809,1810,26,F,single,SEOL,university,23000,0,0,0,0,0,100500,2,238228.0,9,299860,5
1810,1811,26,F,single,SEOL,university,23300,0,26400,0,0,168800,0,4,251317.0,11,222382,10
1811,1812,26,F,married,SEOL,master,32800,0,22700,0,0,0,0,5,257028.0,9,527093,13
1812,1813,26,F,single,SEOL,university,0,0,29000,0,0,0,0,3,211883.0,9,565703,11
1813,1814,26,F,single,SEOL,university,0,0,24900,0,0,0,0,3,248100.0,10,92384,3
1814,1815,27,F,single,SEOL,university,23400,0,31300,0,0,0,0,4,283069.0,12,290882,12
1815,1816,27,F,single,SEOL,university,20100,0,19500,0,0,0,0,4,215315.0,9,141807,10
1816,1817,26,F,single,SEOL,university,20600,33300,0,0,0,0,0,4,260976.0,4,391941,10
1817,1818,27,F,single,SEOL,college,0,0,21000,0,0,0,204400,2,213392.0,12,186515,8
1818,1819,27,F,single,SEOL,university,0,0,22700,0,0,0,86600,3,205501.0,7,219773,7
1819,1820,27,F,single,SEOL,university,20500,0,15600,0,0,0,0,4,236850.0,8,502562,10
1820,1821,27,F,single,SEOL,college,26200,0,40900,0,0,95400,0,4,247374.0,2,614447,11
1821,1822,27,F,single,SEOL,university,41300,0,26800,0,0,0,0,3,228449.0,10,367476,9
1822,1823,27,F,single,SEOL,university,0,0,24200,0,0,0,0,2,241923.0,5,213920,8
1823,1824,27,F,single,SEOL,university,0,0,0,0,0,0,0,1,234961.0,3,147006,11
1824,1825,27,F,single,SEOL,university,26600,0,19800,0,0,0,0,4,220941.0,7,308642,11
1825,1826,27,F,single,SEOL,college,24000,40100,21000,0,0,0,0,6,240281.0,7,397720,13
1826,1827,27,F,single,SEOL,university,23600,0,17100,0,0,0,0,3,261728.0,6,342020,7
1827,1828,27,F,single,SEOL,university,0,0,30200,0,0,0,0,2,248514.0,16,234052,8
1828,1829,26,F,single,SEOL,university,0,0,26200,0,0,0,0,3,243348.0,8,277300,13
1829,1830,26,F,single,SEOL,university,41200,0,33700,0,0,189900,0,4,212603.0,6,297077,10
1830,1831,27,F,single,SEOL,university,29300,0,0,0,0,0,98600,3,209606.0,9,335212,13
1831,1832,27,F,single,SEOL,university,22900,0,23800,0,36000,0,0,4,245023.0,10,183457,8
1832,1833,27,F,single,SEOL,university,0,0,35900,0,0,0,0,4,287070.0,6,412071,10
1833,1834,27,F,single,SEOL,university,0,0,24300,0,38000,0,0,3,269580.0,21,165291,5
1834,1835,26,F,single,SEOL,university,23000,29600,27400,0,0,0,0,11,238713.0,22,411451,11
1835,1836,27,F,single,SEOL,university,39300,0,24200,0,0,0,0,4,241942.0,10,210331,10
1836,1837,27,F,single,SEOL,university,37700,0,29200,0,0,0,0,3,215811.0,11,349743,3
1837,1838,27,F,single,SEOL,university,0,0,0,0,28000,0,0,2,283038.0,3,248673,5
1838,1839,27,F,single,SEOL,university,0,0,16700,0,0,0,0,3,230223.0,12,508760,8
1839,1840,27,F,single,SEOL,college,31700,0,31700,0,0,0,0,5,290016.0,2,502869,13
1840,1841,27,F,single,SEOL,university,42600,0,24300,0,0,0,0,4,278389.0,6,409147,10
1841,1842,27,F,single,SEOL,university,24500,0,19800,0,0,0,0,4,248354.0,11,643933,8
1842,1843,26,F,single,SEOL,college,0,0,39000,0,34000,0,65900,3,259666.0,10,370996,4
1843,1844,27,F,single,SEOL,university,0,45500,24700,0,0,0,0,4,238062.0,9,384214,13
1844,1845,26,F,single,SEOL,university,23000,0,0,0,0,156200,248800,3,233140.0,10,342135,8
1845,1846,27,F,single,SEOL,university,42200,0,35200,0,0,0,0,4,225819.0,16,318266,10
1846,1847,26,F,single,SEOL,university,27900,0,27500,0,0,0,0,5,259610.0,11,527896,7
1847,1848,26,F,single,SEOL,university,0,0,40800,0,0,0,99700,3,289976.0,3,370062,7
1848,1849,27,F,single,SEOL,university,0,0,37500,0,0,0,0,2,278309.0,4,318904,5
1849,1850,27,F,single,SEOL,master,32700,0,26700,0,0,0,93800,4,271282.0,12,563758,13
1850,1851,27,F,single,SEOL,university,27300,0,23600,0,0,157000,0,4,256750.0,20,396714,4
1851,1852,26,F,single,SEOL,university,23000,0,0,0,0,115100,107700,2,261313.0,9,536223,11
1852,1853,26,F,single,SEOL,college,0,22300,25400,0,0,0,0,4,269054.0,8,531545,8
1853,1854,26,F,single,SEOL,university,0,0,19500,0,0,0,0,3,246908.0,4,374526,26
1854,1855,26,F,single,SEOL,university,23000,0,28100,0,0,0,68500,3,226613.0,11,345098,7
1855,1856,27,F,single,SEOL,university,21700,0,17000,0,29000,0,0,4,274459.0,9,294169,6
1856,1857,26,F,single,SEOL,university,23000,0,27800,0,0,0,0,3,230819.0,13,364869,2
1857,1858,27,F,single,SEOL,university,0,0,30100,0,0,0,0,2,199654.0,6,351104,5
1858,1859,26,F,single,SEOL,university,0,0,0,0,0,0,0,1,269554.0,10,518723,26
1859,1860,27,F,single,SEOL,university,29100,0,28900,0,0,107600,0,4,252162.0,9,473916,2
1860,1861,26,F,single,SEOL,university,47200,0,33700,0,0,0,84700,5,287730.0,9,409965,10
1861,1862,27,F,single,SEOL,university,21700,37800,27600,0,0,311800,0,5,242373.0,9,88711,4
1862,1863,27,F,single,SEOL,university,0,0,37300,0,38000,0,0,3,274393.0,8,423742,14
1863,1864,27,F,single,SEOL,master,0,0,11900,0,0,0,0,2,235953.0,3,296751,5
1864,1865,26,F,single,SEOL,university,22000,0,28200,0,18000,0,0,4,219853.0,4,475785,10
1865,1866,26,F,single,SEOL,university,20500,0,0,0,0,0,0,3,230633.0,2,343590,5
1866,1867,26,F,single,SEOL,college,24800,0,34000,0,0,0,0,3,234512.0,6,531610,11
1867,1868,27,F,single,SEOL,university,0,0,18100,0,32000,0,0,4,276064.0,7,414486,7
1868,1869,27,F,single,SEOL,university,0,0,41500,0,0,0,140300,3,289066.0,8,585608,7
1869,1870,27,F,single,SEOL,university,25400,0,19800,0,0,0,0,4,248286.0,16,407601,8
1870,1871,27,F,single,SEOL,college,28000,41600,29600,0,0,0,0,5,239644.0,11,345079,10
1871,1872,27,F,single,SEOL,master,25300,0,17400,0,0,0,99700,4,244200.0,6,54874,10
1872,1873,27,F,single,SEOL,university,0,0,0,0,0,0,93100,2,224181.0,5,410520,11
1873,1874,27,F,single,SEOL,college,0,0,33900,0,0,0,0,2,260274.0,13,105246,3
1874,1875,27,F,single,SEOL,university,33200,0,17500,0,0,95200,0,5,224753.0,7,245433,10
1875,1876,26,F,single,SEOL,university,28700,0,22800,0,0,0,0,4,242407.0,16,300444,2
1876,1877,26,F,single,SEOL,university,30500,0,41200,0,44000,0,0,3,314170.0,6,515964,5
1877,1878,27,F,single,SEOL,university,0,0,23700,0,0,0,0,2,239931.0,13,134987,5
1878,1879,27,F,single,SEOL,university,0,0,25600,0,0,0,0,3,272305.0,9,394602,7
1879,1880,26,F,single,SEOL,university,23000,42400,0,0,0,143700,104400,4,216014.0,7,169210,20
1880,1881,26,F,single,SEOL,university,23000,0,13300,0,0,0,0,4,222035.0,14,452044,8
1881,1882,27,F,single,SEOL,university,44700,0,15200,0,0,0,0,4,252475.0,8,115733,8
1882,1883,26,F,single,SEOL,university,0,0,32100,0,0,113300,0,2,276727.0,11,391855,2
1883,1884,27,F,single,SEOL,college,0,0,20100,0,0,155700,65300,2,216427.0,7,152263,7
1884,1885,27,F,single,SEOL,university,28100,0,40300,0,0,0,63100,4,256902.0,11,417718,13
1885,1886,27,F,single,SEOL,master,23700,0,35600,0,0,0,0,4,239747.0,5,229622,10
1886,1887,26,F,single,SEOL,university,20900,0,0,0,0,0,0,3,200623.0,15,289197,8
1887,1888,27,F,single,SEOL,master,0,0,18100,0,0,0,0,2,231852.0,5,641966,3
1888,1889,26,F,single,SEOL,university,0,23800,36900,0,0,0,0,5,243819.0,3,576461,11
1889,1890,26,F,single,SEOL,college,26900,0,13400,0,0,102300,0,4,291149.0,7,377090,4
1890,1891,27,F,single,SEOL,college,28500,0,24500,0,0,0,0,4,275893.0,6,264526,8
1891,1892,27,F,single,SEOL,university,27900,0,36300,0,0,0,0,3,241078.0,5,292893,7
1892,1893,27,F,single,SEOL,university,0,0,24000,0,0,0,0,2,234911.0,3,630699,3
1893,1894,26,F,single,SEOL,university,0,0,0,0,0,0,0,1,251152.0,10,386421,7
1894,1895,26,F,single,SEOL,college,21800,0,23600,0,0,0,0,4,199301.0,11,301337,14
1895,1896,27,F,single,SEOL,university,22000,0,20300,0,0,0,0,5,239492.0,9,476210,10
1896,1897,27,F,single,SEOL,master,22500,0,26300,0,0,0,0,4,251796.0,8,406135,10
1897,1898,26,F,single,SEOL,university,0,42000,23400,0,0,0,0,3,204619.0,9,460479,13
1898,1899,27,F,single,SEOL,university,0,0,19100,0,0,0,0,3,257516.0,7,475740,6
1899,1900,27,F,single,SEOL,college,22900,0,36400,0,0,0,0,4,254128.0,9,258631,8
1900,1901,27,F,single,SEOL,university,40900,0,0,0,0,0,0,3,250448.0,11,456826,5
1901,1902,26,F,single,SEOL,master,23000,0,20700,0,0,0,67700,3,258015.0,3,460385,8
1902,1903,27,F,single,SEOL,university,0,0,30400,0,0,0,71100,4,260304.0,5,329637,3
1903,1904,26,F,single,SEOL,university,0,0,17300,0,0,0,0,3,218361.0,9,459981,7
1904,1905,26,F,single,SEOL,university,24000,0,21600,0,0,0,0,4,228458.0,4,142914,10
1905,1906,26,F,single,SEOL,university,23000,0,17200,0,0,0,0,4,215277.0,7,424898,10
1906,1907,27,F,single,SEOL,college,23100,49500,19900,0,0,0,0,4,229239.0,10,229692,5
1907,1908,26,F,single,SEOL,master,0,0,0,0,0,0,74500,1,246030.0,3,299717,5
1908,1909,26,F,single,SEOL,university,0,0,20300,0,0,0,0,2,240472.0,2,195494,5
1909,1910,27,F,single,SEOL,university,22000,0,20100,0,0,0,0,5,211789.0,10,300315,11
1910,1911,27,F,single,SEOL,university,42000,0,15100,0,0,0,150100,4,226779.0,7,288646,10
1911,1912,26,F,single,SEOL,university,27800,0,32100,0,30000,0,0,4,309866.0,2,290807,8
1912,1913,27,F,single,SEOL,university,0,0,19400,0,0,0,0,2,238500.0,2,353650,5
1913,1914,26,F,single,SEOL,university,0,0,14900,0,0,0,94300,3,226699.0,2,284400,7
1914,1915,26,F,single,SEOL,college,23000,0,0,0,0,0,0,3,249657.0,10,232156,7
1915,1916,27,F,single,SEOL,college,23400,42700,22400,0,0,0,0,5,248820.0,2,250645,9
1916,1917,27,F,single,SEOL,university,21300,0,16500,0,0,0,0,4,232336.0,5,125354,10
1917,1918,26,F,single,SEOL,college,0,0,14300,0,0,0,0,3,235405.0,3,174804,11
1918,1919,26,F,single,SEOL,college,0,0,19300,0,0,99100,0,2,188430.0,9,408030,25
1919,1920,27,F,single,SEOL,university,23900,0,24700,0,0,0,0,4,231362.0,9,294294,8
1920,1921,26,F,single,SEOL,university,51200,0,42200,0,0,0,0,4,289008.0,10,644676,10
1921,1922,27,F,single,SEOL,college,27000,0,0,0,0,0,0,3,260172.0,12,158162,10
1922,1923,27,F,single,SEOL,university,0,0,31400,0,0,137500,0,2,229464.0,11,323394,5
1923,1924,27,F,single,SEOL,university,0,0,25800,0,0,97600,78200,4,281935.0,8,468125,11
1924,1925,26,F,single,SEOL,university,23000,36000,24600,0,0,0,0,5,212416.0,9,293673,10
1925,1926,26,F,single,SEOL,university,23000,0,24800,0,0,0,0,4,212322.0,7,332587,10
